Company,Product,TypeName,Inches,Ram,OS,Weight,Price,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_company,CPU_freq,CPU_model,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPU_company,GPU_model,ppi,Price_log
HP,Probook 440,Notebook,14.0,4,Windows 10,1.64,779.0,Standard,1366,768,0,0,0,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,111.93520355955211,6.659293919683638
Toshiba,Portege Z30-C-16H,Notebook,13.3,4,Windows 10,1.2,1195.0,Full HD,1920,1080,0,0,0,Intel,2.3,Core i5 6200U,128,0,SSD,No,Intel,HD Graphics 520,165.6321180513006,7.086737934510577
HP,EliteBook 840,Notebook,14.0,4,Windows 10,1.48,1099.99,Standard,1366,768,0,0,0,Intel,2.4,Core i5 6300U,256,0,SSD,No,Intel,HD Graphics 520,111.93520355955211,7.003965054029298
HP,ProBook 640,Notebook,14.0,4,Windows 10,1.95,1205.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,157.3505121487356,7.095064377287131
HP,EliteBook 1040,Ultrabook,14.0,8,Windows 7,1.43,1449.0,Full HD,1920,1080,0,0,0,Intel,2.6,Core i7 6600U,256,0,SSD,No,Intel,HD Graphics 520,157.3505121487356,7.27931883541462
HP,ProBook 440,Notebook,14.0,8,Windows 10,1.64,1049.26,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 930MX,157.3505121487356,6.956793031546652
HP,Probook 440,Notebook,14.0,4,Windows 10,1.64,684.0,Standard,1366,768,0,0,0,Intel,2.4,Core i3 7100U,500,0,HDD,No,Intel,HD Graphics 620,111.93520355955211,6.529418838262226
Dell,Inspiron 7567,Gaming,15.6,8,Windows 10,2.65,949.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7300HQ,1024,0,Hybrid,No,Nvidia,GeForce GTX 1050,141.21199808219862,6.856461984594587
HP,EliteBook 820,Ultrabook,12.5,4,Windows 10,1.26,1539.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,176.23257360658386,7.3395376954076745
HP,Elitebook 840,Notebook,14.0,4,Windows 10,1.48,1590.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,157.3505121487356,7.372118028337787
HP,EliteBook 840,Ultrabook,14.0,8,Windows 10,1.54,1887.21,Full HD,1920,1080,0,0,0,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,157.3505121487356,7.54338456933354
HP,Probook 430,Notebook,13.3,4,Windows 10,1.49,800.0,Standard,1366,768,0,0,0,Intel,2.4,Core i3 7100U,500,0,HDD,No,Intel,HD Graphics 620,117.82653006268643,6.68586094706836
Toshiba,Portege A30-C-1CZ,Notebook,13.3,8,Windows 10,1.5,1210.0,Standard,1366,768,0,0,0,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,117.82653006268643,7.099201743553092
HP,ProBook 450,Notebook,15.6,4,Windows 10,2.04,769.99,Standard,1366,768,0,0,0,Intel,2.4,Core i3 7100U,256,0,SSD,No,Intel,HD Graphics 620,100.45466986113651,6.647675403310604
Lenovo,ThinkPad P70,Notebook,17.3,16,Windows 7,2.4,2968.0,4K Ultra HD,3840,2160,0,1,0,Intel,2.7,Core i7 6820HQ,512,0,SSD,No,Nvidia,Quadro 3000M,254.67134914246222,7.99598047476376
Toshiba,Tecra Z40-C-12Z,Notebook,14.0,8,Windows 10,1.47,1490.0,Full HD,1920,1080,0,1,0,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,157.3505121487356,7.307202314764738
HP,EliteBook 1040,Notebook,14.0,8,Windows 10,1.43,2229.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,157.3505121487356,7.709756864454165
Dell,Inspiron 5568,2 in 1 Convertible,15.6,4,Windows 10,2.08,795.99,Full HD,1920,1080,1,1,0,Intel,2.3,Core i3 6100U,1024,0,HDD,No,Intel,HD Graphics 520,141.21199808219862,6.680842131660057
Toshiba,Portégé Z30-C-16K,Ultrabook,13.3,8,Windows 10,1.2,1590.0,Full HD,1920,1080,0,0,0,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,165.6321180513006,7.372118028337787
HP,Spectre 13-V100nv,Notebook,13.3,8,Windows 10,1.11,1149.0,Full HD,1920,1080,0,1,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,165.6321180513006,7.047517221357296
HP,ProBook 440,Notebook,14.0,8,Windows 10,1.64,1185.43,Full HD,1920,1080,0,0,0,Intel,2.7,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce 930MX,157.3505121487356,7.078704077085276
Dell,Latitude E5570,Notebook,15.6,8,Windows 10,2.09,1046.44,Full HD,1920,1080,0,0,0,Intel,2.4,Core i5 6300U,500,0,HDD,No,Intel,HD Graphics 520,141.21199808219862,6.954104370919498
HP,Elitebook 820,Ultrabook,12.5,4,Windows 10,1.26,1559.0,Standard,1366,768,0,0,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,125.36742798669837,7.352441100243583
HP,ProBook 650,Notebook,14.0,4,Windows 10,2.31,1189.0,Standard,1366,768,0,0,0,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,111.93520355955211,7.081708586105575
HP,ProBook 640,Notebook,14.0,4,Windows 10,1.95,1060.0,Standard,1366,768,0,0,0,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,111.93520355955211,6.966967138613983
Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.29,1624.0,Quad HD+,3200,1800,1,0,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,276.053530085501,7.393263094763838
HP,Probook 470,Notebook,17.3,8,Windows 10,2.63,1080.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 930MX,127.33567457123111,6.985641817639208
HP,ProBook 440,Notebook,14.0,4,Windows 10,1.64,973.0,Standard,1366,768,0,0,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,111.93520355955211,6.881411303642535
Acer,Aspire 3,Notebook,15.6,6,Windows 10,2.1,409.0,Standard,1366,768,0,0,0,AMD,3.0,A9-Series 9420,1024,0,HDD,No,AMD,Radeon R5,100.45466986113651,6.016157159698354
MSI,GL72M 7RDX,Gaming,17.3,8,Windows 10,2.7,1191.8,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,127.33567457123111,7.084058763450528
HP,Probook 640,Notebook,14.0,8,Windows 7,1.95,1195.0,Full HD,1920,1080,0,0,0,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,157.3505121487356,7.086737934510577
HP,EliteBook 850,Notebook,15.6,8,Windows 10,1.84,1228.99,Full HD,1920,1080,0,0,0,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,141.21199808219862,7.114761318252113
HP,EliteBook 820,Ultrabook,12.5,8,Windows 10,1.26,1349.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,176.23257360658386,7.2078598714324755
HP,ProBook 450,Notebook,15.6,4,Windows 10,2.04,742.0,Standard,1366,768,0,0,0,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,100.45466986113651,6.610696044717759
Toshiba,Tecra Z40-C-136,Ultrabook,14.0,8,Windows 10,1.47,1725.0,Full HD,1920,1080,0,1,0,Intel,2.6,Core i7 6600U,256,0,SSD,No,Intel,HD Graphics 520,157.3505121487356,7.453561871643373
Dell,Latitude E5570,Notebook,15.6,8,Windows 7,2.09,1062.95,Full HD,1920,1080,0,0,0,Intel,2.4,Core i5 6300U,256,0,SSD,No,Intel,HD Graphics 520,141.21199808219862,6.969743676316205
HP,ProBook 440,Notebook,14.0,8,Windows 10,1.64,1010.51,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,157.3505121487356,6.919199542866395
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,4,Windows 10,1.8,847.0,Full HD,1920,1080,1,1,0,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,141.21199808219862,6.742880635791903
Vero,V142 (X5-Z8350/2GB/32GB/W10),Notebook,14.0,2,Windows 10,1.45,210.8,Standard,1366,768,0,0,0,Intel,1.44,Atom X5-Z8350,32,0,Flash Storage,No,Intel,HD Graphics 400,111.93520355955211,5.355642433167306
Toshiba,Tecra A50-C-218,Notebook,15.6,16,Windows 10,2.4,1425.0,Full HD,1920,1080,0,1,0,Intel,2.5,Core i7 6500U,256,0,SSD,No,Nvidia,GeForce 930M,141.21199808219862,7.262628600974241
Lenovo,Thinkpad L560,Notebook,15.6,8,Windows 10,2.3,1049.6,Full HD,1920,1080,0,0,0,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,141.21199808219862,6.957116708519861
HP,EliteBook 840,Notebook,14.0,4,Windows 10,1.54,1000.0,Full HD,1920,1080,0,0,0,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,157.3505121487356,6.90875477931522
HP,EliteBook 850,Notebook,15.6,8,Windows 10,1.84,2103.34,Full HD,1920,1080,0,0,0,Intel,2.4,Core i5 6300U,256,500,SSD,HDD,Intel,HD Graphics 520,141.21199808219862,7.651757157760393
HP,EliteBook 1040,Notebook,14.0,8,Windows 7,1.43,1469.0,Full HD,1920,1080,0,0,0,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,157.3505121487356,7.293017679772782
MSI,GT72S Dominator,Gaming,17.3,16,Windows 10,3.78,1545.64,Full HD,1920,1080,0,1,0,Intel,2.7,Core i7 6820HK,256,1024,SSD,HDD,Nvidia,GeForce GTX 980M,127.33567457123111,7.343840115024246
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,16,Windows 10,4.6,2289.99,Full HD,1920,1080,0,1,0,Intel,2.6,Core i7 6700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 980M,127.33567457123111,7.736739317537815
Asus,Chromebook C202SA,Netbook,11.6,4,Chrome OS,1.2,287.9,Standard,1366,768,0,0,0,Intel,1.6,Celeron Dual Core N3060,16,0,Flash Storage,No,Intel,HD Graphics 400,135.0942111925629,5.66608060747219
Lenovo,ThinkPad X1,Notebook,14.0,16,Windows 7,1.1,2620.0,Standard,2560,1440,0,1,0,Intel,2.6,Core i7 6600U,256,0,SSD,No,Intel,HD Graphics 520,209.8006828649808,7.8713112033234065
HP,Noteb Pav,Notebook,15.6,8,Windows 10,1.91,979.0,Full HD,1920,1080,0,1,0,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Nvidia,GeForce 940MX,141.21199808219862,6.887552571664617
Dell,Inspiron 5578,2 in 1 Convertible,15.6,8,Windows 10,2.3,1094.0,Full HD,1920,1080,1,1,0,Intel,2.7,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,141.21199808219862,6.9985096422506015
HP,ProBook 450,Notebook,15.6,4,Windows 10,2.04,979.0,Standard,1366,768,0,0,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,100.45466986113651,6.887552571664617
Dell,XPS 13,Ultrabook,13.3,16,Windows 10,1.2,2254.0,Quad HD+,3200,1800,1,0,0,Intel,2.7,Core i7 7500U,1024,0,SSD,No,Intel,HD Graphics 620,276.053530085501,7.720905251936779
HP,ProBook 650,Notebook,15.6,4,Windows 10,2.31,705.15,Standard,1366,768,0,0,0,Intel,2.3,Core i3 6100U,500,0,HDD,No,Intel,HD Graphics 520,100.45466986113651,6.559827679515073
HP,250 G5,Notebook,15.6,4,No OS,1.96,499.0,Standard,1366,768,0,0,0,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,100.45466986113651,6.214608098422191
Acer,Aspire ES1-523,Notebook,15.6,8,Windows 10,2.4,449.0,Standard,1366,768,0,0,0,AMD,2.2,A8-Series 7410,1024,0,HDD,No,AMD,Radeon R5,100.45466986113651,6.1092475827643655
Dell,Inspiron 7378,2 in 1 Convertible,13.3,12,Windows 10,1.6,1299.0,Full HD,1920,1080,1,1,0,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,165.6321180513006,7.170119543449628
MSI,GT62VR 6RD,Gaming,15.6,16,Windows 10,2.94,1819.0,Full HD,1920,1080,0,0,0,Intel,2.6,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,141.21199808219862,7.506591780070841
HP,ProBook 450,Notebook,15.6,8,Windows 10,2.04,1070.0,Full HD,1920,1080,0,0,0,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,141.21199808219862,6.976348070447749
Asus,Rog G752VL-GC088D,Gaming,17.3,16,No OS,4.0,998.0,Full HD,1920,1080,0,1,0,Intel,2.6,Core i7 6700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 965M,127.33567457123111,6.906754778648554
Dell,Inspiron 3567,Notebook,15.6,4,Windows 10,2.25,559.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics,141.21199808219862,6.327936783729195
Dell,Inspiron 5567,Notebook,15.6,16,Windows 10,2.32,989.99,Full HD,1920,1080,0,0,0,Intel,2.7,Core i7 7500U,2048,0,HDD,No,AMD,Radeon R7 M445,141.21199808219862,6.898704443461719
MSI,GS63VR 6RF,Gaming,15.6,16,Windows 10,1.8,1929.0,Full HD,1920,1080,0,0,0,Intel,2.6,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,141.21199808219862,7.5652752818989315
Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.29,1458.0,Full HD,1920,1080,0,0,0,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,165.6321180513006,7.285506548522785
Asus,ROG G701VO,Gaming,17.3,64,Windows 10,3.58,3975.0,Full HD,1920,1080,0,1,0,Intel,2.7,Core i7 6820HK,1024,0,SSD,No,Nvidia,GeForce GTX 980 ,127.33567457123111,8.288031567776464
Dell,Inspiron 5368,2 in 1 Convertible,13.3,8,Windows 10,1.62,798.01,Full HD,1920,1080,1,0,0,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,165.6321180513006,6.68337346133251
Dell,Alienware 15,Gaming,15.6,16,Windows 10,3.21,1329.0,4K Ultra HD,3840,2160,0,0,0,Intel,2.6,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 970M,282.42399616439724,7.1929342212158
Apple,"MacBook 12""",Ultrabook,12.0,8,Mac OS X,0.92,1300.0,Standard,2304,1440,0,1,1,Intel,1.1,Core M,256,0,Flash Storage,No,Intel,HD Graphics 515,226.41554716935852,7.170888478512505
Dell,Latitude 3570,Notebook,15.6,4,Windows 10,2.06,481.98,Standard,1366,768,0,0,0,Intel,2.3,Core i3 6100U,500,0,HDD,No,Intel,HD Graphics 520,100.45466986113651,6.179975244927748
HP,ProBook 650,Notebook,15.6,4,Windows 10,2.31,1199.0,Standard,1366,768,0,0,0,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,100.45466986113651,7.090076835776092
HP,EliteBook 820,Ultrabook,12.5,8,Windows 7,1.26,1199.0,Full HD,1920,1080,0,0,0,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,176.23257360658386,7.090076835776092
HP,ProBook 430,Notebook,13.3,8,Windows 10,1.49,1090.0,Full HD,1920,1080,0,0,0,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,165.6321180513006,6.994849985833071
Lenovo,ThinkPad Yoga,Ultrabook,12.5,8,Windows 10,1.3,1713.49,Full HD,1920,1080,1,1,0,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,176.23257360658386,7.446870939281707
Lenovo,IdeaPad 300-17ISK,Notebook,17.3,8,Windows 10,3.0,659.0,Standard,1600,900,0,0,0,Intel,2.3,Core i5 6200U,1024,0,HDD,No,AMD,Radeon R5 M330,106.11306214269258,6.492239835020471
Lenovo,Ideapad 700-15ISK,Notebook,15.6,4,Windows 10,2.3,977.0,Full HD,1920,1080,0,1,0,Intel,2.3,Core i5 6300HQ,1024,0,HDD,No,Nvidia,GeForce GTX 950M,141.21199808219862,6.885509670034818
MSI,GT72VR Dominator,Gaming,17.3,16,Windows 10,3.78,2499.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,127.33567457123111,7.824046010856292
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2.1,540.0,Standard,1366,768,0,0,0,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,100.45466986113651,6.293419278846481
HP,Probook 650,Notebook,15.6,4,Windows 7,2.31,940.0,Full HD,1920,1080,0,0,0,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,141.21199808219862,6.846943139585379
Lenovo,Yoga 900S-12ISK,Ultrabook,12.5,8,Windows 10,0.99,1399.0,Standard,2560,1440,1,1,0,Intel,1.2,Core M 6Y75,512,0,SSD,No,Intel,HD Graphics 515,234.9767648087785,7.24422751560335
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,32,Windows 10,4.6,3240.0,Full HD,1920,1080,0,1,0,Intel,2.7,Core i7 6820HK,512,1024,SSD,Hybrid,Nvidia,GeForce GTX 980M,127.33567457123111,8.083637203141548
Lenovo,Yoga Book,2 in 1 Convertible,10.1,4,Windows 10,0.69,646.27,Standard,1920,1200,1,1,0,Intel,1.44,Atom x5-Z8550,64,0,Flash Storage,No,Intel,HD Graphics 400,224.17380907857276,6.472763518115628
HP,Spectre x360,Ultrabook,13.3,16,Windows 10,1.3,2049.0,4K Ultra HD,3840,2160,0,1,0,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,331.2642361026012,7.6255950721324535
Dell,Vostro 3568,Notebook,15.6,8,Windows 10,2.18,750.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,141.21199808219862,6.621405651764134
HP,EliteBook 840,Notebook,14.0,4,Windows 7,1.54,1030.99,Full HD,1920,1080,0,0,0,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,157.3505121487356,6.9392442560720795
HP,ZBook 15u,Workstation,15.6,8,Windows 7,1.9,1495.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i7 6500U,256,0,SSD,No,AMD,FirePro W4190M,141.21199808219862,7.310550158534422
Lenovo,ThinkPad T460,Notebook,14.0,8,Windows 7,1.7,1199.0,Full HD,1920,1080,0,0,0,Intel,2.3,Core i5 6200U,180,0,SSD,No,Intel,HD Graphics 520,157.3505121487356,7.090076835776092
HP,Chromebook 13,Notebook,13.3,4,Chrome OS,1.29,615.0,Quad HD+,3200,1800,0,0,0,Intel,1.5,Pentium Dual Core 4405Y,32,0,Flash Storage,No,Intel,HD Graphics 515,276.053530085501,6.423246963533519
Acer,Aspire ES1-523,Notebook,15.6,4,Windows 10,2.4,387.0,Standard,1366,768,0,0,0,AMD,2.2,A8-Series 7410,500,0,HDD,No,AMD,Radeon R5,100.45466986113651,5.961005339623274
Dell,Inspiron 3552,Notebook,15.6,4,Linux,2.2,393.49,Standard,1366,768,0,0,0,Intel,1.6,Pentium Quad Core N3700,500,0,HDD,No,Intel,HD Graphics,100.45466986113651,5.977593791422191
HP,250 G6,Notebook,15.6,4,No OS,1.86,345.99,Standard,1366,768,0,0,0,Intel,2.0,Core i3 6006U,1024,0,HDD,No,Intel,HD Graphics 520,100.45466986113651,5.849295961087796
Asus,Rog GL702VM-GC354T,Gaming,17.3,8,Windows 10,2.7,1599.0,Full HD,1920,1080,0,1,0,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,127.33567457123111,7.3777589082278725
Dell,Inspiron 5370,Ultrabook,13.3,4,Windows 10,1.4,818.35,Full HD,1920,1080,0,1,0,Intel,1.6,Core i5 8250U,256,0,SSD,No,AMD,Radeon 530,165.6321180513006,6.708511342992233
HP,Elitebook 820,Netbook,12.5,4,Windows 7,2.4,1599.0,Standard,1366,768,0,0,0,Intel,2.3,Core i5 6200U,128,0,SSD,No,Intel,HD Graphics 520,125.36742798669837,7.3777589082278725
Acer,Aspire F5-573G,Notebook,15.6,8,Windows 10,2.4,799.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7200U,256,1024,SSD,HDD,Nvidia,GeForce GTX 950M,141.21199808219862,6.684611727667927
Dell,Inspiron 5567,Notebook,15.6,8,Windows 10,2.36,638.8,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7200U,1024,0,HDD,No,AMD,Radeon R7 M445,141.21199808219862,6.461155627515417
MSI,GS70 Stealth,Gaming,17.3,8,Windows 10,2.6,1599.0,Full HD,1920,1080,0,0,0,Intel,2.6,Core i7 6700HQ,256,0,SSD,No,Nvidia,GeForce GTX 965M,127.33567457123111,7.3777589082278725
HP,250 G5,Notebook,15.6,4,Windows 10,1.96,500.0,Standard,1366,768,0,0,0,Intel,1.6,Pentium Quad Core N3710,1024,0,HDD,No,Intel,HD Graphics 405,100.45466986113651,6.2166061010848646
Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.3,16,Windows 10,4.3,2299.0,Full HD,1920,1080,0,1,0,Intel,2.6,Core i7 6700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 980M,127.33567457123111,7.7406644019172415
Dell,Latitude E5270,Ultrabook,12.5,4,Windows 7,1.5,1135.15,Standard,1366,768,0,0,0,Intel,2.3,Core i3 6100U,500,0,HDD,No,Intel,HD Graphics 520,125.36742798669837,7.035400632817807
Dell,Latitude E5270,Ultrabook,12.5,4,Windows 7,1.5,1166.97,Standard,1366,768,0,0,0,Intel,2.3,Core i3 6100U,128,0,SSD,No,Intel,HD Graphics 520,125.36742798669837,7.063022478126802
Acer,Chromebook 15,Notebook,15.6,4,Chrome OS,2.2,209.0,Standard,1366,768,0,0,0,Intel,1.5,Celeron Dual Core 3205U,16,0,SSD,No,Intel,HD Graphics,100.45466986113651,5.3471075307174685
HP,ZBook 17,Workstation,17.3,8,Windows 7,3.0,2899.0,Full HD,1920,1080,0,1,0,Intel,2.6,Core i7 6700HQ,1024,0,HDD,No,AMD,FirePro W6150M,127.33567457123111,7.9724660159745655
Lenovo,Legion Y520-15IKBN,Gaming,15.6,16,Windows 10,2.4,1199.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1050 Ti,141.21199808219862,7.090076835776092
Dell,Latitude E5270,Ultrabook,12.5,8,Windows 7,1.5,1413.1,Standard,1366,768,0,0,0,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,125.36742798669837,7.2542485653137305
MSI,GE72 Apache,Gaming,17.3,8,Windows 10,2.9,1511.19,Full HD,1920,1080,0,0,0,Intel,2.6,Core i7 6700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 960M,127.33567457123111,7.32131421022041
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,4,Windows 10,2.1,867.0,Full HD,1920,1080,1,1,0,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,141.21199808219862,6.7661917146603505
HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),Notebook,15.6,4,Windows 10,2.1,398.0,Full HD,1920,1080,0,0,0,AMD,2.5,A6-Series 9220,1024,0,HDD,No,AMD,Radeon R4,141.21199808219862,5.988961416889864
Asus,Rog GL552VW-CN470T,Gaming,15.6,16,Windows 10,2.59,1339.0,Full HD,1920,1080,0,1,0,Intel,2.6,Core i7 6700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 960M,141.21199808219862,7.200424892944957
HP,EliteBook 1030,Notebook,13.3,8,Windows 10,1.16,1699.0,Quad HD+,3200,1800,1,0,0,Intel,1.1,Core M 6Y54,256,0,SSD,No,Intel,HD Graphics 515,276.053530085501,7.438383530044307
Dell,Vostro 3559,Notebook,15.6,4,Windows 7,2.24,769.15,Standard,1366,768,0,0,0,Intel,2.3,Core i5 6200U,500,0,HDD,No,AMD,Radeon R5 M315,100.45466986113651,6.646585301070466
Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,15.6,4,Windows 10,2.1,429.0,Standard,1366,768,0,0,0,Intel,2.0,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520,100.45466986113651,6.063785208687608
HP,Spectre Pro,Ultrabook,13.3,8,Windows 10,1.16,1969.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i7 6500U,512,0,SSD,No,Intel,HD Graphics 520,165.6321180513006,7.585788821732034
Lenovo,Yoga Book,2 in 1 Convertible,10.1,4,Android,0.69,549.0,Standard,1920,1200,1,1,0,Intel,1.44,Atom x5-Z8550,64,0,Flash Storage,No,Intel,HD Graphics 400,224.17380907857276,6.309918278226516
Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.23,1379.0,Full HD,1920,1080,0,0,0,Intel,2.4,Core i7 7560U,256,0,SSD,No,Intel,Iris Plus Graphics 640,165.6321180513006,7.22983877815125
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,16,Windows 10,4.6,2749.99,Full HD,1920,1080,0,1,0,Intel,2.7,Core i7 6820HK,256,1024,SSD,Hybrid,Nvidia,GeForce GTX 980M,127.33567457123111,7.919716125876165
Razer,Blade Stealth,Ultrabook,12.5,8,Windows 10,1.25,1029.0,4K Ultra HD,3840,2160,1,0,0,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,352.4651472131677,6.937314081223682
Toshiba,Portege X30-D-10K,Ultrabook,13.3,16,Windows 10,1.05,2226.0,Full HD,1920,1080,0,0,0,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,165.6321180513006,7.708410667257367
Asus,Rog GL752VW-T4308T,Gaming,17.3,8,Windows 10,3.52,1312.49,Full HD,1920,1080,0,0,0,Intel,2.6,Core i7 6700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 960M,127.33567457123111,7.180442995849564
Vero,V131 (X5-Z8350/4GB/32GB/FHD/W10),Notebook,13.3,4,Windows 10,1.35,196.0,Full HD,1920,1080,0,0,0,Intel,1.44,Atom X5-Z8350,32,0,Flash Storage,No,Intel,HD Graphics 400,165.6321180513006,5.2832037287379885
HP,Spectre Pro,Notebook,13.3,8,Windows 10,1.16,1690.0,Full HD,1920,1080,0,0,0,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,165.6321180513006,7.43307534889858
HP,EliteBook 1040,Notebook,14.0,8,Windows 7,1.43,1513.0,Full HD,1920,1080,0,0,0,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,157.3505121487356,7.322510433997394
